CASEID,FOLIO,REGION,MANZANA,NSE,INT_CODE,A,B,P1,SEXO1,SEXO2,SEXO3,SEXO4,SEXO5,SEXO6,SEXO7,SEXO8,SEXO9,SEXO10,SEXO11,SEXO12,SEXO13,SEXO14,SEXO15,EDAD1,EDAD2,EDAD3,EDAD4,EDAD5,EDAD6,EDAD7,EDAD8,EDAD9,EDAD10,EDAD11,EDAD12,EDAD13,EDAD14,EDAD15,ACTIV_1A,ACTIV_1B,ACTIV_1C,ACTIV2,ACTIV3,ACTIV4,ACTIV5,ACTIV6,ACTIV7,ACTIV8,ACTIV9,ACTIV10,ACTIV11,ACTIV12,ACTIV13,ACTIV14,ACTIV15,REL2,REL3,REL4,REL5,REL6,REL7,REL8,REL9,REL10,REL11,REL12,REL13,REL14,REL15,P3,P3_1,P3_2,P3_3,P4,P4_1,P4_2,P4_3,P5,P6,P7,P8_1,P8_2,P9,P10,P11,P12,P13,P14,P15,P15_1,P16,P16_1,P17,P17_S,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P32_S,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P47_S,P48,P49,P50,P51,P52,P52_A,P53,P54,P54_1,P55,P56,P57,P57_S,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P72_A,P73,P73_A,P74_1,P74_2,P74_3,P74_4,P74_5,P74_6,P75,P75_A,P76,P77,P78,P78A,P79,P80,P81,P82,P83,P84,P85,P86,P86_S,P87,P88,P88_A,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P98A,P98B,P98C,P99_1,P99_2,P99_3,P99_4,P99_1A,P99_2A,P99_3A,P99_4A,P1001,P101,P102,P103,P104,P105,P106,P107_1,P107_2,P107_3,P107_4,P107_5,P107_6,P107_1A,P107_2A,P107_3A,P107_4A,P107_5A,P108,P109,P110,P111_1,P111_2,P111_3,P111_4,P111_5,P111_6,P111_7,P111_8,P111_9,P111_10,P111_11,P112,P112_1,P113,P114,P115,P116,P116A,P116ASQ,P116B,P116_A,P116_B,P117,P117_A,P118,P119,P120,P121,P1220,P122_S,P123,P124,P125
669,117,13, ,3,698,1,56,5,1,2,2,1,2, , , , , , , , , , ,56,49,14,74,76, , , , , , , , , , ,5, , ,3,1,4,4, , , , , , , , , , ,2,3,5,5, , , , , , , , , , ,1, , , ,2, , ,99,4,4, ,2,2,3, ,1, , , , , , ,1,9151,0,64,1,4,1,2, ,1,7,4,48,3,1967,18,7422,0,36,1,3,2,2, ,1,4,4,48,1966,5,1, , , , , , ,1,1, , , , ,1896,7124,0,45,1,2, , , , ,3,6,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,3,2,1,1,7,5,3,1,3,6,9,7136,0,2,1,1,2,1973,1,1,1,1,2,4,1,2,2,1,1,2,2,2,2,0,0,0,0, , , ,1, ,25000000,1,1,2,2,2,2,2,1,0,0,0,0,7,1,7,1,1,1,2,2,1,1,2,1,1, ,1,1,2,3,2,4,4,16,4,2,1,2, ,1,13,4,2,7242,0,64,4,1
670,1641,8, ,3, ,1,56,3,1,2,2, , , , , , , , , , , , ,56,55,17, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,6,6, ,1,1,2, ,1, , , , , , ,1,8290,1,50,1,4,1,1,1,1,3,4,48,2,1999,25,5220,0,52,2,2, , , , , ,4,60,1980,1, , , , , , , ,1,1, , , , ,0,110,0,75,1,4,1,2,1,6,3,6,9,3,6,9,1,2,0,1,1,2,2,1,2,2,2,2,0,5,3,1,1,6,1,3,1,2,3,9,5121,0,2,2,0,2,1972,3,1,1,1,2,4,1,3,3,2,1,2,2,2,1,0,0,0,1, , , ,1, ,8000000,2, , , , , , , , , , , ,5,1,5,1,1,1,2,2,2,2,2,2,2, ,1,1,2,5,3,3,3,9,3,2,2,2, ,1,5,5,2,110,0,75,4,1
671,1172,13, ,4,293,1,54,4,1,2,2,1, , , , , , , , , , , ,54,50,20,25, , , , , , , , , , , ,5, , ,3,2,2, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,3,6, ,1,4,3, ,1, , , , , , ,1,7124,0,45,1,3,2,2, ,1,4,4,48,1,1990,15,7122,0,45,2,3,5,2, ,1,2,4,44,1963,5,1, , , , , , ,1,1, , , , ,1922,6111,0,1,1,2, , , , ,1,0,9,1,0,0,3,1,1,2,0, , , , , , ,2,0,2,2,1,1,3,6,3,1,1,0,1,9110,0,1,2,0,2,1969,1,3,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1978,4,1, ,8000000,2, , , , , , , , , , , ,4,1,4,1,1,2,2,2,2,2,2,2,2, ,2, ,2,3,2,4,4,16,4,1,2,2, ,2, , , , , , , , 
672,4030,13, ,1,13,1,55,5,1,2,1,1,1, , , , , , , , , , ,55,39,13,11,5, , , , , , , , , , ,5, , ,5,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,1, , , ,1, , ,99,13,6,351,1,1,4, ,1, , , , , , ,1,2145,0,93,1,2, ,2, , , ,4,60,5,1996,31,2145,0,31,1,3,1,1,2,1,6,4,55,1977,5,2,2145,0,2,29,1991,1996,1,1, , , , ,1926,3415, ,36,1,3,2, ,1,6,2,6,9,2,6,9,1,1,1,2,0, , , , , , ,1,1,4,2,1,1,13,5,1,7,2,6,9,7231,0,2,1,1,1,1986,1,2,1,2, , ,1,4,4,0,0, , , , , , , , ,2, , ,7,320000,80000000,2, , , , , , , , , , , ,0,2,0,1,1,1,1,2,1,1,2,1,2, ,2, ,2,5,3,5,5,25,5,1,2,2, ,1,6,6,1, , ,93,2,1
673,3979,13, ,4,174,1,52,6,1,2,1,2,1,1, , , , , , , , , ,52,38,27,24,14,12, , , , , , , , , ,5, , ,5,2,2,1,1, , , , , , , , , ,2,3,3,3,3, , , , , , , , , ,1, , , ,1, , ,99,3,2, ,1,4,3, ,1, , , , , , ,1,7412,0,15,1,3,1,2, ,1,4,4,48,2,1991,25,9313,0,45,2,3,2,2, ,1,5,4,60,1978,1, , , , , , , ,1,1, , , , ,1920,6114,0,1,1,2, , , , ,0,0,1,3,2,9,2,1,1,1,1,2,1,2,2,2, ,2,0,3,1,1,1,1,0,1,1,1,0,9,6114,0,1,1,1,2,1973,4,1,2,1,2,4,1,4,4,0,0, , , , , , , , , , , ,1, ,7000000,2, , , , , , , , , , , ,4,2,7,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,2,3,3,9,3,1,2,2, ,1,2,2,0,6114,0,1,2,1
674,3893,13, ,1,356,1,56,4,1,2,1,1, , , , , , , , , , , ,56,56,26,24, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,13,6,31,3,3,5, ,1, , , , , , ,1,1229,0,13,1,3,1,1,2,1,6,4,60,2,2000,24,2142,0,75,1,3,1,2, ,1,7,1,48,1974,5,2,1235,0,2,13,1980,1997,1,1, , , , ,1900,4142,1,64,1,3,1,2,1,7,6,6,9,6,6,9,1,1,1,2,0, , , , , , ,2,0,5,3,1,1,7,4,3,1,7,4,9,4121,0,2,1,1,2,1970,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1974,4,1, ,100000000,1,2,2,1,2,2,2,0,0,1,0,0,13,1,13,1,1,1,2,2,1,1,1,1,1, ,1,1,1,8,4,1,1,1,1,2,1,2, ,2, , , , , , , , 
675,2938,4, ,3,402,1,56,1,1, , , , , , , , , , , , , , ,56, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , ,99,13,4,4797,1,1,3, ,1, , , , , , ,1,2320,0,80,1,1, ,1, , ,7,2,30,2,1999,20,2320,0,80,1,4,1,2, ,1,6,4,6,1967,5,2,2320,0,2,80,1995,1995,2,0,1,31, ,1,1920,4112,0,64,1,4,2, ,1,7,4,4,9,99,99,9,9,1,1,2,0, , , , , , ,2,0,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,30000000,2, , , , , , , , , , , ,5,1,5,1,1,1,2,2,2,1,1,2,2, ,2, ,2,5,3,1,1,1,1,2,1,2, ,2, , , , , , , , 
676,2502,9, ,2, ,1,50,4,1,2,2,1, , , , , , , , , , , ,50,32,9,4, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,14,3,351,1,1,3, ,1, , , , , , ,1,2419,0,75,1,4,2,2, ,2,5,4,60,2,1998,23,2310,0,80,1,4,1,2, ,2,5,4,40,1976,1, , , , , , , ,2,0,1,31, ,1,1923,5220,0,52,1,2, , , , ,3,6,9,99,99,9,9,2,0,2,0, , , , , , ,2,0,4,2,2,0,14,2,1,1,6,6,9,5220,1,2,1,1,1,2000,3,1,2,2, , ,1,4,4,0,0, , , , , , , , ,2, , ,7,180000,35000000,1,1,2,2,2,2, ,1,0,0,0,0,10,2,11,1,1,1,2,1,1,1,1,1,1, ,1,1,1,5,3,3,3,9,3,2,2,1,1,1,13,6,1,2421,0,93,1,1
677,3669,13, ,4,50,1,51,4,1,1,2,2, , , , , , , , , , , ,51,39,44,87, , , , , , , , , , , ,5, , ,5,3,3, , , , , , , , , , , ,8,2,4, , , , , , , , , , , ,1, , , ,1, , ,99,4,1, ,3,3,3, ,1, , , , , , ,1,9111,0,52,1,2, ,2, , , ,4,48,1,1999,13,6113,0,95,1,5,5,2, ,1,2,4,48,1984,5,2,5220,0,2,52,0,1999,1,1, , , , ,1921,8324,0,60,1,3,2, ,1,3,3,4,9,2,3,9,3,1,1,2,0, , , , , , ,2,0,3,2,1,1,6,6,3,1,4,3,9,7442,0,1,2,0,2,1974,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,6, , ,2, , , , , , , , , , , ,2,2,3,2,2,1,2,2,2,2,2,2,2, ,2, ,2,3,2,6,6,36,6,2,2,2, ,1,2,6,0,8324,0,60,3,2
678,933,13, ,4,355,1,54,7,1,2,1,2,1,1,2, , , , , , , , ,54,52,31,28,30,8,1, , , , , , , , ,5, , ,3,5,3,5,1, , , , , , , , , ,2,3,3,6,7,7, , , , , , , , ,1, , , ,1, , ,99,2,6, ,1,4,6,2,1, , , , , , ,1,5230,0,52,1,1, ,1, , ,2,4,28,5,1965,14,5230,0,52,1,3,5,2, ,1,2,4,36,1965,5,1, , , , , , ,1,1, , , , ,1925,5230,0,52,1,2, , , , ,3,2,9,3,4,9,2,2,0,2,0, , , , , , ,2,0,4,3,1,1,2,8,3,1,3,6,9,5112,0,2,1,1,2,1965,1,1,1,2, , ,2,1,1,1,1,2,1,2,2,0,1,0,0,2, , ,3, ,5000000,2, , , , , , , , , , , ,5,2,5,1,1,2,2,2,2,2,2,2,2, ,1,1,2,4,3,2,2,4,2,2,1,2, ,1,2,8,1,5230,0,52,2,2
679,1720,13, ,4,28,1,47,3,1,2,2, , , , , , , , , , , , ,47,52,14, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,197,7,3,3,158,7,2,2,3, ,1,4,3, ,1, , , , , , ,1,7124,0,45,1,3,1,2, ,1,5,4,48,2,2000,8,9211,0,1,1,3,5,2, ,1,4,4,60,1970,5,1, , , , , , ,2,0,6,1, ,30,1940,8331,0,1,1,3,2, ,1,4,0,0,2,0,0,0,0,2,0,2,0, , , , , , ,2,0,4,2,1,1,3,3,3,1,0,0,2,9211,0,2,2,0,2,1998,4,3,2,1,1,4,2,4,4,0,0, , , , , , , , , , , ,7,60000,7000000,1,2,2,1,2,2, ,0,0,1,0,0,7,1,7,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,3,3,3,9,3,2,2,2, ,2, , , , , , , , 
680,2119,8, ,3, ,1,56,2,1,2, , , , , , , , , , , , , ,56,36, , , , , , , , , , , , , ,5, , ,3, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,1, , , ,0, , ,99,6,6, ,0,1,0, ,1, , , , , , ,1,5220,0,52,1,2, ,2, , , ,4, ,5,0,27,5220,0,52,1,1, , , , ,5,2,0, ,5,1, , , , , , ,1,1, , , , ,1900,0,0,16,1,3,0, ,1,4,3,5,9,6,2,9,3,1,1,2,0, , , , , , ,2,0,6,3,2,0,4,4,0,1,13,0,9,2300,0,2,1,1,1,1980,4,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,3, ,0,2, , , , , , , , , , , ,3,1,3,0,0,0,0,0,0,0,0,0,0, ,2, ,1,6,2,5,5,25,5,2,2,2, ,0, , , , , , , , 
681,1597,10, ,2, ,1,52,3,1,2,2, , , , , , , , , , , , ,52,53,27, , , , , , , , , , , , ,4, , ,3,5, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,4,2, ,1,1,3, ,2,2,2, ,1,1998,6,2,110,0,75,1,4,1,2, ,1,4,4,48,2,1968,17,8276,0,15,2,3,2,2, ,1,6,4,48,1967,5,1, , , , , , ,1,1, , , , ,1931,7241,0,40,1,3,2, ,1,7,3,6,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,5,3,1,1,6,2,3,1,3,6,9,110,0,2,1,1,2,1970,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1987,4,1, ,120000000,1,2,2,2,1,2, ,0,0,0,1,0,1,1,10,1,1,1,2,2,1,1,1,2,2, ,1,1,2,5,3,2,2,4,2,1,2,2, ,1,6,2,2,5163,0,75,4,1
682,2614,13, ,4,1,1,50,6,1,2,2,2,2,1, , , , , , , , , ,50,41,9,7,0,18, , , , , , , , , ,5, , ,5,1,1, ,2, , , , , , , , , ,2,3,3,3,3, , , , , , , , , ,1, , , ,1, , ,99,3,5, ,2,4,2, ,1, , , , , , ,1,7136,0,45,1,3,3,2, ,1,4,4,48,5,1995,15,9132,0,52,2,3,5,2, ,1,2,4,70,1966,5,1, , , , , , ,1,1, , , , ,1931,7141,0,45,1,3,1,1,1,3,3,4,9,3,4,9,2,2,0,2,0, , , , , , ,2,0,3,1,1,1,3,6,2,2,3,1,9,99,0,3,2,0,2,1990,3,1,2,1,1,4,2,4,4,0,0, , , , , , , , , , , ,1, ,9000000,2, , , , , , , , , , , ,6,2,8,1,1,1,2,2,2,2,2,1,2, ,1,1,2,4,1,4,4,16,4,2,2,2, ,2, , , , , , , , 
683,440,13, ,3,423,1,48,5,1,2,1,1,1, , , , , , , , , , ,48,47,19,15,14, , , , , , , , , , ,5, , ,3,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,1, , , ,1, , ,99,5,5, ,2,2,3, ,1, , , , , , ,1,8324,0,75,1,4,1,1,2,1,6,4,60,2,1990,19,3449,0,75,1,4,1,2, ,1,7,4,48,1973,5,1, , , , , , ,1,1, , , , ,1927,4190,0,75,1,4,1,2,1,6,3,4,9,1,0,0,3,1,1,2,0, , , , , , ,2,0,4,2,1,1,2,8,3,1,3,6,9,7230,0,2,2,0,2,1981,1,1,1,2, , ,2,3,3,2,1,2,2,2,1,0,0,0,1,1,1988,4,1, ,7000000,2, , , , , , , , , , , ,8,1,8,1,1,1,2,2,2,2,2,1,2, ,1,1,2,4,2,4,4,16,4,1,2,2, ,1,4,4,1,8322,0,60,2,1
684,1332,13, ,3,73,1,56,3,1,1,2, , , , , , , , , , , , ,56,31,66, , , , , , , , , , , , ,5, , ,5,3, , , , , , , , , , , , ,3,2, , , , , , , , , , , , ,1, , , ,1, , ,99,6,5, ,1,1,4, ,1, , , , , , ,1,9113,0,52,2,2, ,2, , , ,4,100,5,1962,16,9113,0,52,2,2, , , , , ,4,100, ,5,1, , , , , , ,1,1, , , , ,0,2142,0,45,1,3,1,0,1,7,13,6,9,0,0,1,1,1,1,1,1,2,2,1,2,2, ,1,1,6,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,12000000,2, , , , , , , , , , , ,8,2,8,1,1,2,2,2,1,2,2,2,2, ,2, ,2,6,3,0, , ,0, , ,2, ,2, , , , , , , , 
685,2543,1, ,1, ,1,50,5,1,2,1,2,2, , , , , , , , , , ,50,43,16,13,7, , , , , , , , , , ,5, , ,5,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,279,7,3,1, , ,99,13,5,14,1,1,4, ,1, , , , , , ,1,1210,0,45,1,1, ,1, , ,4,4,48,2,1990,24,3151,0,75,1,4,1,2, ,1,4,4,48,1977,5,1, , , , , , ,1,1, , , , ,1928,2331,0,80,1,4,2, ,1,4,6,6,9,7,6,9,1,1,1,2,0, , , , , , ,1,1,5,3,1,1,13,5,1,1,2,0,9,6114,0,1,1,1,1,1984,1,1,2,2, , ,1,4,4,0,0, , , , , , , , ,1,1990,4,1, ,40000000,1,1,1,2,2,2, ,1,1,0,0,0,9,2,10,1,1,1,1,2,1,1,1,1,1, ,1,6,1,6,3,5,5,25,5,2,2,2, ,1,13,5,1,1223,0,45,1,1
686,2457,9, ,4, ,1,51,6,1,2,1,1,2,1, , , , , , , , , ,51,41,17,11,21,0, , , , , , , , , ,5, , ,3,1,1,5, , , , , , , , , , ,2,3,3,3,7, , , , , , , , , ,1, , , ,1, , ,99,11,3,105,1,1,3, ,1, , , , , , ,1,4190,1,75,2,4,2,1,2,1,4,4,45,4,2000,24,3152,0,15,2,3,1,2, ,1,7,4,48,1975,1, , , , , , , ,1,1, , , , ,1913,4211,0,65,1,3,2, ,1,7,6,6,9,3,6,9,3,1,1,1,1,2,1,1,2,2, ,2,0,6,4,1,1,5,4,3,1,6,3,9,110,0,3,2,0,2,1979,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1999,1,1, ,8000000,1,1,2,2,2,2, ,1,0,0,0,0,3,1,3,1,1,2,2,2,2,2,2,2,2, ,2, ,2,2,2,3,3,9,3,2,2,2, ,2, , , , , , , , 
687,279,13, ,3,13,1,53,5,1,2,1,2,1, , , , , , , , , , ,53,49,52,21,16, , , , , , , , , , ,5, , ,3,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,1, , , ,1, , ,99,7,6,100,1,1,5, ,1, , , , , , ,1,7231,0,50,1,1, ,1, , ,3,4,70,1,1974,14,7231,0,50,1,2, , , , , ,4,50,9,5,1, , , , , , ,1,1, , , , ,1915,7231,0,50,1,1, , , ,2,7,6,9,7,6,9,1,1,1,1,1,1,2,2,2,2, ,1,1,5,3,1,1,6,6,3,1,3,5,9,9110,0,1,1,1,2,1978,3,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,2000,4,1, ,30000000,1,2,2,1,2,2, ,0,0,1,0,0,10,1,10,1,1,1,2,2,2,2,2,2,2, ,1,1,1,5,3,5,5,25,5,2,2,2, ,1,6,6,1,8324,0,60,2,1
688,1439,13, ,1,1,1,53,2,1,2, , , , , , , , , , , , , ,53, , , , , , , , , , , , , , ,5, , ,5, , , , , , , , , , , , , ,3, , , , , , , , , , , , , ,2,226,12,3,2, , ,99,14,2,31,3,3,2, ,1, , , , , , ,1,2142,0,75,1,4,3,1,1,1,7,4,48,5,1999,27,1313,0,45,2,1, , , , ,0,4,60,1980,5,2,1319,0,2,36,1984,1998,1,1, , , , ,1917,2142,0,75,1,4,1,1,1,7,13,6,9,13,5,9,1,1,1,1,1,2,2,1,2,2, ,1,1,4,3,1,1,5,4,1,1,6,6,9,1314,0,1,1,1,1,1992,3,4,2,2, , ,1,4,4,0,0, , , , , , , , ,2, , ,7,300000,45000000,1,1,2,2,2,2, ,1,0,0,0,0,14,2,14,1,1,1,2,2,1,2,2,1,1, ,1,2,2,6,3,2,2,4,2,1,2,2, ,1,13,6,1,1314,0,36,1,2
689,2542,9, ,3, ,1,56,7,1,2,2,2,1,2,1, , , , , , , , ,56,50,29,24,29,8,5, , , , , , , , ,5, , ,3,3,5,5,1,1, , , , , , , , ,2,3,3,6,7,7, , , , , , , , ,2,339,9,1,3,339,9,2,5,4, ,1,2,5, ,1, , , , , , ,1,3152,0,60,2,3,2,1,2,1,5,4,48,2,1981,22,4190,1,1,1,3,1,2, ,1,4,4,48,1970,1, , , , , , , ,2,0,3,2, ,2,1912,9212,0,2,1,3,2, ,1,3,1,0,9,2,2,9,3,1,1,2,0, , , , , , ,2,0,4,1,1,1,4,3,3,1,2,5,9,9211,0,2,2,0,2,1970,1,3,1,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,60000000,2, , , , , , , , , , , ,9,1,9,1,1,1,2,2,1,1,2,1,2, ,1,1,2,5,3,3,3,9,3,2,1,1,6,1,7,3,2,9211,0,1,3,2
690,830,13, ,1,518,1,51,7,1,2,2,2,2,1,2, , , , , , , , ,51,45,17,17,12,10,5, , , , , , , , ,5, , ,5,1,1,1,1,1, , , , , , , , ,2,3,3,3,3,3, , , , , , , , ,1, , , ,1, , ,99,13,5,351,2,1,3, ,1, , , , , , ,1,2419,0,26,1,1, ,1, , ,4,4,40,2,1981,24,4132,1,28,1,3,1,1,2,1,6,4,45,1975,5,1, , , , , , ,1,1, , , , ,1914,2411,0,0,1,2, , , , ,11,4,9,6,2,9,1,1,1,2,0, , , , , , ,1,1,6,3,1,1,13,5,1,1,13,5,9,2421,0,2,1,1,1,1982,1,1,2,1,1,4,1,4,4,0,0, , , , , , , , , , , ,1, ,80000000,2, , , , , , , , , , , ,11,2,12,1,1,1,2,1,1,1,1,1,1, ,1,2,1,8,4,1,1,1,1,2,1,1,1,2, , , , , , , , 
691,710,13, ,2,166,1,51,4,1,2,1,2, , , , , , , , , , , ,51,49,22,23, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,155,7,2,2, , ,99,13,5,50,1,1,1, ,1, , , , , , ,1,9113,0,52,2,2, ,2, , , ,4,56,5,1994,26,8322,0,60,1,2, , , , , ,4,50,1994,5,1, , , , , , ,2,0,1,1, ,1,1902,1312,0,24,1,2, , , , ,3,3,9,99,99,9,9,1,1,2,0, , , , , , ,2,0,4,2,1,1,6,5,1,2,13,6,9,2113,0,2,1,1,0,1977,3,1,1,1,2,4,1,2,2,1,1,2,2,2,1,0,0,0,1, , , ,7,225000,50000000,2, , , , , , , , , , , ,10,2,11,1,1,1,1,2,2,2,1,1,1, ,1,3,2,5,3,3,3,9,3,2,2,2, ,1,13,6,1,2310,0,80,3,2
692,666,13, ,3,541,1,56,3,1,2,1, , , , , , , , , , , , ,56,56,17, , , , , , , , , , , , ,2, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,6,6, ,2,2,3, ,2,1,2, ,1,1981,6,2,812,0,27,1,3,1,2, ,1,7,4,48,2,1965,13,7122,0,45,2,3,5,2, ,1,4,4,45,1958,3, , , , , , , ,1,1, , , , ,1917,7124,0,27,1,3,2, ,1,7,3,3,9,1,0,0,3,1,1,1,1,2,2,1,2,2, ,1,1,4,3,1,1,6,6,3,7,6,6,9,7433,0,1,1,1,2,1966,1,4,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1972,4,1, ,20000000,2, , , , , , , , , , , ,4,1,3,1,1,1,2,2,2,2,2,1,2, ,1,1,2,6,3,15,15,225,15,2,2,1,1,1,4,4,1,9141,0,80,3,1
693,3865,13, ,4,1,1,55,3,1,2,1, , , , , , , , , , , , ,55,50,26, , , , , , , , , , , , ,5, , ,5,5, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,288,10,0,1, , ,99,3,6, ,1,4,3, ,1, , , , , , ,1,5220,0,50,1,3,1,2, ,1,6,4,48,1,1999,16,8290,0,50,1,3,1,2, ,1,6,4,48,1964,5,2,7129,0,2,45,1995,1997,1,1, , , , ,1918,6114,1,1,1,3,1,2,1,4,3,6,9,3,4,9,3,2,0,2,0, , , , , , ,2,0,3,2,2,0,3,6,1,2,3,2,9,9211,0,1,1,1,2,1972,1,3,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1985,4,1, ,7000000,1,1,2,2,2,2, ,1,0,0,0,0,4,2,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,3,2,4,4,16,4,2,2,2, ,1,6,6,3, , , , ,1
694,1598,10, ,2, ,1,50,4,1,2,1,2, , , , , , , , , , , ,50,43,16,13, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,5,4, ,3,2,2, ,1, , , , , , ,1,8324,0,60,2,2, ,2, , , ,4,60,2,2001,21,7441,1,19,1,3,5,1,1,1,3,4,48,1981,5,2,6114,1,2,1,1983,1999,1,1, , , , ,1908,7441,1,19,1,1, , , ,3,3,6,9,0,0,1,3,1,1,1,1,1,2,2,2,2, ,1,1,5,3,1,1,4,4,3,1,3,1,9,6114,0,1,1,1,1,1983,1,1,1,1,2,3,1,3,3,2,1,1,2,2,2,1,0,0,0, , , ,7,170000,10000000,1,1,2,2,2,2, ,1,0,0,0,0,9,1,9,1,1,1,2,2,2,2,1,2,2, ,1,2,2,5,3,2,2,4,2,2,2,2, ,1,5,4,1,8324,0,60,2,2
695,582,13, ,2,726,1,51,4,1,2,1,2, , , , , , , , , , , ,51,52,19,17, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,238,6,3,1, , ,99,13,8,4,3,3,5, ,1, , , , , , ,1,2141,1,93,1,2, ,2, , , ,4,50,5,1978,28,2141,0,93,1,2, , , , , ,4,50, ,5,1, , , , , , ,2,0,1,31, ,1,1922,4223,0,64,1,3,2, ,1,7,6,4,9,99,99,9,9,2,0,1,1,2,2,1,2,2, ,2,0,6,3,1,1,13,8,1,7,9,4,9,2411,0,2,1,1,2,1978,1,4,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1981,4,1, ,30000000,2, , , , , , , , , , , ,11,2,12,1,1,1,1,2,1,1,1,1,2, ,1,2,1,7,3,1,1,1,1,1,2,2, ,2, , , , , , , , 
696,1747,13, ,4, ,1,52,5,1,2,2,1,2, , , , , , , , , , ,52,51,25,21,2, , , , , , , , , , ,5, , ,3,2,5,6, , , , , , , , , , ,2,3,3,7, , , , , , , , , , ,2,542,7,2,1, , ,99,6,2, ,1,3,3, ,1, , , , , , ,1,7122,0,45,1,2, ,2, , , ,2,60,5,2001,18,0,0,25,1,3,1,2, ,1,5,4,48,1964,5,2,7122,0,2,13,1995,1995,1,1, , , , ,1906,9211,0,1,1,3,2, ,1,5,3,2,9,1,0,2,3,2,0,1,1,2,1,2,1,2, ,2,0,5,1,1,1,6,2,3,7,3,6,9,9333,0,2,1,1,2,1971,1,1,2,1,1,4,2,4,4,0,0, , , , , , , , , , , ,3, ,12000000,1,2,2,1,2,2, ,0,0,1,0,0,8,2,9,1,1,1,2,2,2,2,2,2,2, ,2, ,2,6,2,3,3,9,3,1,2,1,5,1,6,2,1,8324,0,50,2,2
697,471,13, ,3,1,1,53,1,1, , , , , , , , , , , , , , ,53, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , ,99,13,6,315,1,1,5, ,1, , , , , , ,1,2359,0,80,1,2, ,2, , , ,4,20,5,1980,26,2310,0,80,1,4,1,1,1,1,7,4,50,1975,5,1, , , , , , ,1,1, , , , ,1923,110,0,75,1,4,1,2,1,7,6,4,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,4,0,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,30000000,2, , , , , , , , , , , ,10,1,10,1,2,1,2,2,1,1,2,1,1, ,2, ,2,7,3,5,5,25,5,1,2,2, ,1,9,2,1,3431,0,67,3,1
